Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Discount_Pct,Payment_Method,Order_Status,Campaign_ID,Unit_Price,Unit_Cost,Gross_Sales,Discount_Amount,Net_Sales,Cost,Profit,Profit_Margin_Pct
ORD00961,2025-02-18,CUST0227,P009,2,25.0,UPI,Delivered,CMP004,1097,712.85,2194,548.5,1645.5,1425.7,219.79999999999995,13.357642054086902
ORD00962,2025-01-25,CUST0593,P012,3,0.0,COD,Delivered,CMP006,5080,2793.69,15240,0.0,15240.0,8381.07,6858.93,45.00610236220473
ORD00963,2025-09-23,CUST0626,P023,4,5.0,Net Banking,Delivered,CMP003,5137,3830.78,20548,1027.4,19520.6,15323.12,4197.479999999998,21.502822659139564
ORD00964,2025-04-28,CUST0184,P008,1,0.0,COD,Delivered,CMP001,3129,1758.81,3129,0.0,3129.0,1758.81,1370.19,43.79002876318312
ORD00965,2025-05-24,CUST0792,P021,2,0.0,COD,Delivered,CMP005,5045,2967.68,10090,0.0,10090.0,5935.36,4154.64,41.17581764122894
ORD00966,2025-07-19,CUST0322,P005,2,15.0,Debit Card,Returned,CMP005,1046,807.54,2092,313.8,1778.2,1615.08,163.12000000000012,9.173321336182664
ORD00967,2025-06-06,CUST0909,P011,1,,Net Banking,Delivered,CMP001,7881,6026.38,7881,1182.15,6698.85,6026.38,672.4700000000003,10.038588712988053
ORD00968,2025-12-14,CUST0318,P023,1,15.0,Credit Card,Delivered,CMP002,5137,3830.78,5137,770.55,4366.45,3830.78,535.6699999999996,12.267860619038341
ORD00969,2025-05-14,CUST0566,P011,4,5.0,UPI,Delivered,CMP005,7881,6026.38,31524,1576.2,29947.8,24105.52,5842.279999999999,19.508210953726145
ORD00970,2025-05-28,CUST0399,P013,4,10.0,Debit Card,Delivered,CMP002,6435,4995.55,25740,2574.0,23166.0,19982.2,3183.7999999999993,13.743417076750408
ORD00971,2025-12-02,CUST0709,P014,3,10.0,Debit Card,Delivered,CMP003,6801,4221.32,20403,2040.3,18362.7,12663.96,5698.740000000002,31.034325017562786
ORD00972,2025-03-12,CUST0899,P008,2,10.0,Credit Card,Delivered,CMP005,3129,1758.81,6258,625.8,5632.2,3517.62,2114.58,37.544476403536805
ORD00973,2025-08-21,CUST0293,P025,3,15.0,Debit Card,Delivered,CMP001,7392,5142.33,22176,3326.4,18849.6,15426.99,3422.6099999999988,18.15746753246753
ORD00974,2025-11-30,CUST0293,P018,4,10.0,Credit Card,Returned,CMP004,6660,5091.78,26640,2664.0,23976.0,20367.12,3608.880000000001,15.052052052052057
ORD00975,2025-10-26,CUST0485,P019,2,0.0,Credit Card,Delivered,CMP002,7745,4299.97,15490,0.0,15490.0,8599.94,6890.0599999999995,44.48069722401549
ORD00976,2025-06-03,CUST0899,P012,3,15.0,Credit Card,Delivered,CMP001,5080,2793.69,15240,2286.0,12954.0,8381.07,4572.93,35.30129689671144
ORD00977,2025-03-31,CUST0447,P012,1,15.0,Debit Card,Delivered,CMP004,5080,2793.69,5080,762.0,4318.0,2793.69,1524.31,35.301296896711435
ORD00978,2025-11-30,CUST0803,P018,1,10.0,Credit Card,Delivered,CMP001,6660,5091.78,6660,666.0,5994.0,5091.78,902.2200000000003,15.052052052052057
ORD00979,2025-07-18,CUST0692,P010,1,0.0,Debit Card,Delivered,CMP005,3310,2109.97,3310,0.0,3310.0,2109.97,1200.0300000000002,36.254682779456196
ORD00980,2025-06-10,CUST0983,P007,4,5.0,Net Banking,Delivered,CMP002,5886,3178.13,23544,1177.2,22366.8,12712.52,9654.279999999999,43.16343866802582
ORD00981,2025-01-26,CUST0892,P018,3,5.0,Credit Card,Delivered,CMP001,6660,5091.78,19980,999.0,18981.0,15275.34,3705.66,19.522996680891417
ORD00982,2025-05-01,CUST0412,P012,1,5.0,Debit Card,Delivered,CMP001,5080,2793.69,5080,254.0,4826.0,2793.69,2032.31,42.11168669705761
ORD00983,2025-10-28,CUST0508,P014,1,0.0,Debit Card,Delivered,CMP005,6801,4221.32,6801,0.0,6801.0,4221.32,2579.6800000000003,37.930892515806505
ORD00984,2025-07-31,CUST0734,P015,2,15.0,Debit Card,Delivered,CMP002,5978,4066.66,11956,1793.4,10162.6,8133.32,2029.2800000000007,19.968118394898948
ORD00985,2025-03-04,CUST0786,P016,2,10.0,UPI,Cancelled,CMP002,7713,5310.71,15426,1542.6,13883.4,10621.42,3261.9799999999996,23.495541437976286
ORD00986,2025-03-09,CUST0890,P002,1,10.0,UPI,Cancelled,CMP003,6053,3796.4,6053,605.3,5447.7,3796.4,1651.2999999999997,30.31187473612717
ORD00987,2025-09-10,CUST0244,P018,2,0.0,Credit Card,Cancelled,CMP004,6660,5091.78,13320,0.0,13320.0,10183.56,3136.4400000000005,23.54684684684685
ORD00988,2025-01-02,CUST0420,P012,4,20.0,Net Banking,Delivered,CMP001,5080,2793.69,20320,4064.0,16256.0,11174.76,5081.24,31.257627952755907
ORD00989,2025-04-18,CUST0929,P016,2,0.0,Credit Card,Delivered,CMP006,7713,5310.71,15426,0.0,15426.0,10621.42,4804.58,31.145987294178656
ORD00990,2025-10-13,CUST0960,P013,1,15.0,COD,Delivered,CMP006,6435,4995.55,6435,965.25,5469.75,4995.55,474.1999999999998,8.669500434206313
ORD00991,2025-02-18,CUST0154,P020,1,25.0,COD,Shipped,CMP003,7452,4168.44,7452,1863.0,5589.0,4168.44,1420.5600000000004,25.41706924315621
ORD00992,2025-05-20,CUST0816,P017,1,15.0,Net Banking,Delivered,CMP003,4817,3075.17,4817,722.55,4094.45,3075.17,1019.2799999999997,24.894186032312028
ORD00993,2025-08-06,CUST0424,P018,1,25.0,Net Banking,Cancelled,CMP006,6660,5091.78,6660,1665.0,4995.0,5091.78,-96.77999999999975,-1.9375375375375326
ORD00994,2025-02-13,CUST0273,P003,4,10.0,Net Banking,Delivered,CMP003,5857,3883.91,23428,2342.8,21085.2,15535.64,5549.560000000001,26.319693434257207
ORD00995,2025-09-26,CUST0936,P023,1,0.0,UPI,Delivered,CMP006,5137,3830.78,5137,0.0,5137.0,3830.78,1306.2199999999998,25.427681526182592
ORD00996,2025-03-19,CUST0647,P010,3,0.0,UPI,Delivered,CMP001,3310,2109.97,9930,0.0,9930.0,6329.91,3600.09,36.254682779456196
ORD00997,2025-08-04,CUST0825,P001,2,5.0,COD,Delivered,CMP003,6748,4695.17,13496,674.8,12821.2,9390.34,3430.8600000000006,26.759273702929526
ORD00998,2025-04-08,CUST0520,P006,2,0.0,Net Banking,Delivered,CMP006,4933,3611.45,9866,0.0,9866.0,7222.9,2643.1000000000004,26.78998580985202
ORD00999,2025-08-24,CUST0128,P003,4,15.0,Debit Card,Delivered,CMP002,5857,3883.91,23428,3514.2,19913.8,15535.64,4378.16,21.985557753919394
ORD01000,2025-10-09,CUST0373,P019,1,5.0,COD,Delivered,CMP002,7745,4299.97,7745,387.25,7357.75,4299.97,3057.7799999999997,41.55862865685841
ORD01001,2025-05-29,CUST0568,P004,4,15.0,Net Banking,Cancelled,CMP004,2776,1530.45,11104,1665.6,9438.4,6121.8,3316.5999999999995,35.13943041193422
ORD01002,2025-10-31,CUST0638,P020,2,5.0,Debit Card,Delivered,CMP006,7452,4168.44,14904,745.2,14158.8,8336.88,5821.92,41.11873887617595
ORD01003,2025-03-07,CUST0159,P023,1,10.0,Net Banking,Cancelled,CMP002,5137,3830.78,5137,513.7,4623.3,3830.78,792.52,17.141868362425107
ORD01004,2025-08-22,CUST0571,P003,1,25.0,Credit Card,Delivered,CMP006,5857,3883.91,5857,1464.25,4392.75,3883.91,508.84000000000015,11.583632121108648
ORD01005,2025-03-28,CUST0570,P008,4,0.0,Debit Card,Cancelled,CMP004,3129,1758.81,12516,0.0,12516.0,7035.24,5480.76,43.79002876318312
ORD01006,2025-03-20,CUST0652,P008,2,15.0,Credit Card,Delivered,CMP006,3129,1758.81,6258,938.7,5319.3,3517.62,1801.6800000000003,33.8706220743331
ORD01007,2025-07-24,CUST0176,P007,2,15.0,UPI,Delivered,CMP005,5886,3178.13,11772,1765.8,10006.2,6356.26,3649.9400000000005,36.47678439367592
ORD01008,2025-10-06,CUST0927,P002,1,0.0,COD,Delivered,CMP004,6053,3796.4,6053,0.0,6053.0,3796.4,2256.6,37.280687262514455
ORD01009,2025-12-03,CUST0620,P021,1,10.0,Net Banking,Delivered,CMP005,5045,2967.68,5045,504.5,4540.5,2967.68,1572.8200000000002,34.639797379143275
ORD01010,2025-09-11,CUST0211,P006,2,5.0,COD,Delivered,CMP001,4933,3611.45,9866,493.3,9372.7,7222.9,2149.800000000001,22.936827168265292
ORD01011,2025-10-31,CUST0447,P016,1,15.0,Net Banking,Cancelled,CMP006,7713,5310.71,7713,1156.95,6556.05,5310.71,1245.3400000000001,18.995279169621952
ORD01012,2025-05-10,CUST0586,P010,1,10.0,Credit Card,Delivered,CMP001,3310,2109.97,3310,331.0,2979.0,2109.97,869.0300000000002,29.171869754951334
ORD01013,2025-03-25,CUST0167,P004,2,10.0,Debit Card,Delivered,CMP001,2776,1530.45,5552,555.2,4996.8,3060.9,1935.9,38.74279538904899
ORD01014,2025-10-03,CUST0460,P013,3,15.0,Debit Card,Cancelled,CMP004,6435,4995.55,19305,2895.75,16409.25,14986.650000000001,1422.5999999999985,8.669500434206308
ORD01015,2025-07-06,CUST0916,P010,1,0.0,Net Banking,Delivered,CMP002,3310,2109.97,3310,0.0,3310.0,2109.97,1200.0300000000002,36.254682779456196
ORD01016,2025-02-15,CUST0357,P021,4,15.0,Credit Card,Delivered,CMP005,5045,2967.68,20180,3027.0,17153.0,11870.72,5282.280000000001,30.7950795779164
ORD01017,2025-07-02,CUST0304,P014,1,20.0,Net Banking,Delivered,CMP005,6801,4221.32,6801,1360.2,5440.8,4221.32,1219.4800000000005,22.41361564475813
ORD01018,2025-09-25,CUST0233,P009,3,20.0,Net Banking,Delivered,CMP002,1097,712.85,3291,658.2,2632.8,2138.55,494.25,18.77278942570647
ORD01019,2025-10-23,CUST0327,P011,1,15.0,Net Banking,Delivered,CMP001,7881,6026.38,7881,1182.15,6698.85,6026.38,672.4700000000003,10.038588712988053
ORD01020,2025-11-18,CUST0884,P023,1,5.0,Debit Card,Shipped,CMP003,5137,3830.78,5137,256.85,4880.15,3830.78,1049.3699999999994,21.502822659139564
ORD01021,2025-04-10,CUST0182,P018,2,25.0,Net Banking,Delivered,CMP006,6660,5091.78,13320,3330.0,9990.0,10183.56,-193.5599999999995,-1.9375375375375326
ORD01022,2025-03-19,CUST0634,P011,2,5.0,Debit Card,Delivered,CMP005,7881,6026.38,15762,788.1,14973.9,12052.76,2921.1399999999994,19.508210953726145
ORD01023,2025-09-29,CUST0334,P017,3,10.0,UPI,Cancelled,CMP001,4817,3075.17,14451,1445.1,13005.9,9225.51,3780.3899999999994,29.066731252739135
ORD01024,2025-12-05,CUST0715,P002,2,0.0,Credit Card,Delivered,CMP006,6053,3796.4,12106,0.0,12106.0,7592.8,4513.2,37.280687262514455
ORD01025,2025-06-11,CUST0967,P003,2,25.0,UPI,Delivered,CMP002,5857,3883.91,11714,2928.5,8785.5,7767.82,1017.6800000000003,11.583632121108648
ORD01026,2025-02-13,CUST0029,P011,2,15.0,Net Banking,Delivered,CMP002,7881,6026.38,15762,2364.3,13397.7,12052.76,1344.9400000000005,10.038588712988053
ORD01027,2025-08-26,CUST0714,P018,2,15.0,Debit Card,Delivered,CMP001,6660,5091.78,13320,1998.0,11322.0,10183.56,1138.4400000000005,10.055113937466883
ORD01028,2025-05-14,CUST0093,P003,1,0.0,Credit Card,Delivered,CMP002,5857,3883.91,5857,0.0,5857.0,3883.91,1973.0900000000001,33.68772409083148
ORD01029,2025-07-11,CUST0841,P015,3,15.0,COD,Returned,CMP004,5978,4066.66,17934,2690.1,15243.9,12199.98,3043.92,19.968118394898944
ORD01030,2025-12-22,CUST0868,P011,1,15.0,Credit Card,Delivered,CMP003,7881,6026.38,7881,1182.15,6698.85,6026.38,672.4700000000003,10.038588712988053
ORD01031,2025-10-05,CUST0688,P011,2,10.0,Credit Card,Delivered,CMP005,7881,6026.38,15762,1576.2,14185.8,12052.76,2133.039999999999,15.036444895599818
ORD01032,2025-01-18,CUST0330,P025,2,5.0,Net Banking,Delivered,CMP004,7392,5142.33,14784,739.2,14044.8,10284.66,3760.1399999999994,26.772470950102527
ORD01033,2025-01-12,CUST0723,P020,1,10.0,UPI,Delivered,CMP002,7452,4168.44,7452,745.2,6706.8,4168.44,2538.3600000000006,37.847557702630176
ORD01034,2025-06-29,CUST0184,P025,1,0.0,UPI,Delivered,CMP003,7392,5142.33,7392,0.0,7392.0,5142.33,2249.67,30.4338474025974
ORD01035,2025-05-03,CUST0095,P011,4,10.0,COD,Delivered,CMP001,7881,6026.38,31524,3152.4,28371.6,24105.52,4266.079999999998,15.036444895599818
ORD01036,2025-09-03,CUST0785,P019,2,0.0,Net Banking,Delivered,CMP004,7745,4299.97,15490,0.0,15490.0,8599.94,6890.0599999999995,44.48069722401549
ORD01037,2025-08-10,CUST0649,P001,3,5.0,Credit Card,Delivered,CMP003,6748,4695.17,20244,1012.2,19231.8,14085.51,5146.289999999999,26.75927370292952
ORD01038,2025-02-20,CUST0749,P005,1,0.0,UPI,Delivered,CMP001,1046,807.54,1046,0.0,1046.0,807.54,238.46000000000004,22.797323135755263
ORD01039,2025-03-12,CUST0353,P010,1,0.0,UPI,Delivered,CMP002,3310,2109.97,3310,0.0,3310.0,2109.97,1200.0300000000002,36.254682779456196
ORD01040,2025-02-17,CUST0930,P010,2,0.0,Debit Card,Delivered,CMP006,3310,2109.97,6620,0.0,6620.0,4219.94,2400.0600000000004,36.254682779456196
ORD01041,2025-01-19,CUST0941,P014,2,20.0,Credit Card,Delivered,CMP004,6801,4221.32,13602,2720.4,10881.6,8442.64,2438.960000000001,22.41361564475813
ORD01042,2025-09-19,CUST0984,P002,1,10.0,Net Banking,Delivered,CMP006,6053,3796.4,6053,605.3,5447.7,3796.4,1651.2999999999997,30.31187473612717
ORD01043,2025-03-25,CUST0265,P004,1,5.0,UPI,Delivered,CMP003,2776,1530.45,2776,138.8,2637.2,1530.45,1106.7499999999998,41.966858789625356
ORD01044,2025-06-04,CUST0647,P002,2,10.0,Net Banking,Delivered,CMP006,6053,3796.4,12106,1210.6,10895.4,7592.8,3302.5999999999995,30.31187473612717
ORD01045,2025-02-22,CUST0656,P018,1,10.0,Credit Card,Cancelled,CMP002,6660,5091.78,6660,666.0,5994.0,5091.78,902.2200000000003,15.052052052052057
ORD01046,2025-04-17,CUST0019,P013,3,20.0,Credit Card,Delivered,CMP005,6435,4995.55,19305,3861.0,15444.0,14986.650000000001,457.34999999999854,2.961344211344202
ORD01047,2025-12-23,CUST0743,P019,2,0.0,UPI,Delivered,CMP002,7745,4299.97,15490,0.0,15490.0,8599.94,6890.0599999999995,44.48069722401549
ORD01048,2025-10-31,CUST0646,P005,1,5.0,COD,Delivered,CMP001,1046,807.54,1046,52.3,993.7,807.54,186.16000000000008,18.734024353426594
ORD01049,2025-05-15,CUST0626,P020,2,25.0,Net Banking,Delivered,CMP005,7452,4168.44,14904,3726.0,11178.0,8336.88,2841.120000000001,25.41706924315621
ORD01050,2025-03-10,CUST0499,P002,2,5.0,Net Banking,Delivered,CMP005,6053,3796.4,12106,605.3,11500.7,7592.8,3907.9000000000005,33.9796708026468
ORD01051,2025-01-11,CUST0139,P011,1,0.0,Debit Card,Delivered,CMP005,7881,6026.38,7881,0.0,7881.0,6026.38,1854.62,23.53280040603984
ORD01052,2025-05-23,CUST0637,P018,1,0.0,Credit Card,Delivered,CMP002,6660,5091.78,6660,0.0,6660.0,5091.78,1568.2200000000003,23.54684684684685
ORD01053,2025-07-11,CUST0716,P006,2,0.0,Credit Card,Delivered,CMP004,4933,3611.45,9866,0.0,9866.0,7222.9,2643.1000000000004,26.78998580985202
ORD01054,2025-03-10,CUST0573,P023,3,25.0,UPI,Delivered,CMP002,5137,3830.78,15411,3852.75,11558.25,11492.34,65.90999999999985,0.5702420349101279
ORD01055,2025-01-23,CUST0762,P010,4,5.0,UPI,Delivered,CMP001,3310,2109.97,13240,662.0,12578.0,8439.88,4138.120000000001,32.89966608363811
ORD01056,2025-06-30,CUST0810,P022,2,20.0,UPI,Delivered,CMP006,5915,3970.45,11830,2366.0,9464.0,7940.9,1523.1000000000004,16.093617920541
ORD01057,2025-10-20,CUST0525,P023,1,25.0,Debit Card,Delivered,CMP003,5137,3830.78,5137,1284.25,3852.75,3830.78,21.9699999999998,0.5702420349101239
ORD01058,2025-01-09,CUST0908,P017,1,10.0,COD,Delivered,CMP006,4817,3075.17,4817,481.7,4335.3,3075.17,1260.13,29.066731252739142
ORD01059,2025-09-28,CUST0255,P022,1,0.0,UPI,Delivered,CMP003,5915,3970.45,5915,0.0,5915.0,3970.45,1944.5500000000002,32.8748943364328
ORD01060,2025-04-03,CUST0085,P011,1,0.0,UPI,Delivered,CMP006,7881,6026.38,7881,0.0,7881.0,6026.38,1854.62,23.53280040603984
ORD01061,2025-01-17,CUST0458,P019,1,10.0,UPI,Shipped,CMP004,7745,4299.97,7745,774.5,6970.5,4299.97,2670.5299999999997,38.31188580446165
ORD01062,2025-06-03,CUST0532,P017,3,5.0,Debit Card,Delivered,CMP003,4817,3075.17,14451,722.55,13728.45,9225.51,4502.9400000000005,32.80006118680551
ORD01063,2025-11-24,CUST0562,P024,2,10.0,Net Banking,Delivered,CMP002,972,537.49,1944,194.4,1749.6,1074.98,674.6199999999999,38.55852766346593
ORD01064,2025-05-29,CUST0676,P004,2,10.0,COD,Delivered,CMP005,2776,1530.45,5552,555.2,4996.8,3060.9,1935.9,38.74279538904899
ORD01065,2025-09-24,CUST0092,P024,1,20.0,Net Banking,Delivered,CMP005,972,537.49,972,194.4,777.6,537.49,240.11,30.87834362139918
ORD01066,2025-11-24,CUST0600,P014,2,10.0,Credit Card,Delivered,CMP003,6801,4221.32,13602,1360.2,12241.8,8442.64,3799.16,31.034325017562775
ORD01067,2025-04-16,CUST0069,P020,2,15.0,Credit Card,Delivered,CMP005,7452,4168.44,14904,2235.6,12668.4,8336.88,4331.52,34.191531685137825
ORD01068,2025-02-04,CUST0037,P004,2,20.0,UPI,Delivered,CMP003,2776,1530.45,5552,1110.4,4441.6,3060.9,1380.7000000000003,31.08564481268012
ORD01069,2025-04-29,CUST0765,P014,3,0.0,Net Banking,Delivered,CMP005,6801,4221.32,20403,0.0,20403.0,12663.96,7739.040000000001,37.930892515806505
ORD01070,2025-01-14,CUST0764,P004,3,0.0,Debit Card,Delivered,CMP006,2776,1530.45,8328,0.0,8328.0,4591.35,3736.6499999999996,44.868515850144085
ORD01071,2025-01-14,CUST0140,P006,1,0.0,COD,Delivered,CMP002,4933,3611.45,4933,0.0,4933.0,3611.45,1321.5500000000002,26.78998580985202
ORD01072,2025-09-23,CUST0867,P009,3,0.0,Net Banking,Shipped,CMP004,1097,712.85,3291,0.0,3291.0,2138.55,1152.4499999999998,35.01823154056517
ORD01073,2025-05-20,CUST0893,P021,1,10.0,Net Banking,Delivered,CMP002,5045,2967.68,5045,504.5,4540.5,2967.68,1572.8200000000002,34.639797379143275
ORD01074,2025-10-21,CUST0680,P012,2,5.0,COD,Cancelled,CMP003,5080,2793.69,10160,508.0,9652.0,5587.38,4064.62,42.11168669705761
ORD01075,2025-12-30,CUST0566,P008,3,5.0,Net Banking,Cancelled,CMP006,3129,1758.81,9387,469.35,8917.65,5276.43,3641.2199999999993,40.83160922440329
ORD01076,2025-04-29,CUST0898,P024,1,25.0,Net Banking,Returned,CMP002,972,537.49,972,243.0,729.0,537.49,191.51,26.270233196159122
ORD01077,2025-08-26,CUST0178,P004,2,0.0,COD,Delivered,CMP001,2776,1530.45,5552,0.0,5552.0,3060.9,2491.1,44.86851585014409
ORD01078,2025-02-03,CUST0809,P025,1,10.0,Debit Card,Delivered,CMP005,7392,5142.33,7392,739.2,6652.8,5142.33,1510.4700000000003,22.704274891774894
ORD01079,2025-06-18,CUST0813,P025,2,0.0,COD,Delivered,CMP003,7392,5142.33,14784,0.0,14784.0,10284.66,4499.34,30.4338474025974
ORD01080,2025-01-10,CUST0871,P005,3,5.0,UPI,Delivered,CMP003,1046,807.54,3138,156.9,2981.1,2422.62,558.48,18.73402435342659
ORD01081,2025-05-02,CUST0618,P006,1,10.0,UPI,Delivered,CMP002,4933,3611.45,4933,493.3,4439.7,3611.45,828.25,18.655539788724465
ORD01082,2025-05-25,CUST0137,P005,1,20.0,UPI,Delivered,CMP001,1046,807.54,1046,209.2,836.8,807.54,29.25999999999999,3.496653919694072
ORD01083,2025-08-11,CUST0190,P019,1,5.0,UPI,Delivered,CMP002,7745,4299.97,7745,387.25,7357.75,4299.97,3057.7799999999997,41.55862865685841
ORD01084,2025-09-14,CUST0640,P008,4,0.0,Credit Card,Delivered,CMP005,3129,1758.81,12516,0.0,12516.0,7035.24,5480.76,43.79002876318312
ORD01085,2025-09-25,CUST0342,P009,1,5.0,Debit Card,Delivered,CMP003,1097,712.85,1097,54.85,1042.15,712.85,329.30000000000007,31.59813846375282
ORD01086,2025-12-25,CUST0559,P015,2,0.0,Credit Card,Delivered,CMP004,5978,4066.66,11956,0.0,11956.0,8133.32,3822.6800000000003,31.972900635664104
ORD01087,2025-01-04,CUST0005,P004,4,0.0,Net Banking,Delivered,CMP001,2776,1530.45,11104,0.0,11104.0,6121.8,4982.2,44.86851585014409
ORD01088,2025-12-20,CUST0972,P025,4,10.0,Net Banking,Delivered,CMP001,7392,5142.33,29568,2956.8,26611.2,20569.32,6041.880000000001,22.704274891774894
ORD01089,2025-04-16,CUST0257,P009,2,0.0,COD,Cancelled,CMP001,1097,712.85,2194,0.0,2194.0,1425.7,768.3,35.018231540565175
ORD01090,2025-03-26,CUST0812,P007,4,10.0,UPI,Delivered,CMP004,5886,3178.13,23544,2354.4,21189.6,12712.52,8477.079999999998,40.00585192736059
ORD01091,2025-08-02,CUST0662,P008,2,10.0,COD,Shipped,CMP002,3129,1758.81,6258,625.8,5632.2,3517.62,2114.58,37.544476403536805
ORD01092,2025-05-01,CUST0806,P015,4,5.0,Net Banking,Delivered,CMP006,5978,4066.66,23912,1195.6,22716.4,16266.64,6449.760000000002,28.392526984909587
ORD01093,2025-05-12,CUST0243,P019,1,0.0,UPI,Cancelled,CMP002,7745,4299.97,7745,0.0,7745.0,4299.97,3445.0299999999997,44.48069722401549
ORD01094,2025-12-04,CUST0787,P015,1,25.0,Debit Card,Delivered,CMP002,5978,4066.66,5978,1494.5,4483.5,4066.66,416.84000000000015,9.297200847552139
ORD01095,2025-07-16,CUST0720,P005,1,5.0,Net Banking,Returned,CMP003,1046,807.54,1046,52.3,993.7,807.54,186.16000000000008,18.734024353426594
ORD01096,2025-01-19,CUST0415,P019,4,15.0,COD,Delivered,CMP002,7745,4299.97,30980,4647.0,26333.0,17199.88,9133.119999999999,34.683173204724106
ORD01097,2025-05-10,CUST0627,P007,2,5.0,COD,Delivered,CMP005,5886,3178.13,11772,588.6,11183.4,6356.26,4827.139999999999,43.16343866802582
ORD01098,2025-01-12,CUST0707,P006,2,10.0,Net Banking,Delivered,CMP006,4933,3611.45,9866,986.6,8879.4,7222.9,1656.5,18.655539788724465
ORD01099,2025-03-22,CUST0343,P019,2,5.0,Credit Card,Delivered,CMP001,7745,4299.97,15490,774.5,14715.5,8599.94,6115.5599999999995,41.55862865685841
ORD01100,2025-11-26,CUST0682,P025,3,5.0,Debit Card,Delivered,CMP004,7392,5142.33,22176,1108.8,21067.2,15426.99,5640.210000000001,26.772470950102534
ORD01101,2025-12-20,CUST0379,P017,1,0.0,Net Banking,Delivered,CMP004,4817,3075.17,4817,0.0,4817.0,3075.17,1741.83,36.16005812746523
ORD01102,2025-09-19,CUST0594,P010,3,5.0,Net Banking,Delivered,CMP006,3310,2109.97,9930,496.5,9433.5,6329.91,3103.59,32.8996660836381
ORD01103,2025-05-05,CUST0666,P019,1,20.0,COD,Returned,CMP002,7745,4299.97,7745,1549.0,6196.0,4299.97,1896.0299999999997,30.600871530019365
ORD01104,2025-11-03,CUST0653,P011,3,15.0,UPI,Delivered,CMP002,7881,6026.38,23643,3546.45,20096.55,18079.14,2017.4099999999999,10.03858871298805
ORD01105,2025-09-24,CUST0826,P015,3,0.0,UPI,Delivered,CMP003,5978,4066.66,17934,0.0,17934.0,12199.98,5734.02,31.972900635664104
ORD01106,2025-05-20,CUST0146,P010,1,10.0,UPI,Delivered,CMP003,3310,2109.97,3310,331.0,2979.0,2109.97,869.0300000000002,29.171869754951334
ORD01107,2025-11-25,CUST0323,P011,1,20.0,COD,Delivered,CMP005,7881,6026.38,7881,1576.2,6304.8,6026.38,278.4200000000001,4.416000507549804
ORD01108,2025-01-02,CUST0122,P023,1,15.0,UPI,Delivered,CMP006,5137,3830.78,5137,770.55,4366.45,3830.78,535.6699999999996,12.267860619038341
ORD01109,2025-01-08,CUST0252,P003,2,0.0,Net Banking,Cancelled,CMP001,5857,3883.91,11714,0.0,11714.0,7767.82,3946.1800000000003,33.68772409083148
ORD01110,2025-09-07,CUST0855,P003,3,20.0,Credit Card,Delivered,CMP005,5857,3883.91,17571,3514.2,14056.8,11651.73,2405.0699999999997,17.109655113539354
ORD01111,2025-05-19,CUST0899,P018,3,5.0,Credit Card,Delivered,CMP006,6660,5091.78,19980,999.0,18981.0,15275.34,3705.66,19.522996680891417
ORD01112,2025-05-04,CUST0311,P025,3,10.0,Credit Card,Delivered,CMP006,7392,5142.33,22176,2217.6,19958.4,15426.99,4531.410000000002,22.704274891774897
ORD01113,2025-11-05,CUST0601,P011,3,10.0,UPI,Delivered,CMP005,7881,6026.38,23643,2364.3,21278.7,18079.14,3199.5600000000013,15.036444895599832
ORD01114,2025-08-16,CUST0475,P020,3,20.0,Credit Card,Delivered,CMP005,7452,4168.44,22356,4471.2,17884.8,12505.32,5379.48,30.078502415458935
ORD01115,2025-01-10,CUST0570,P022,2,20.0,UPI,Delivered,CMP001,5915,3970.45,11830,2366.0,9464.0,7940.9,1523.1000000000004,16.093617920541
ORD01116,2025-07-31,CUST0492,P018,1,20.0,Net Banking,Delivered,CMP006,6660,5091.78,6660,1332.0,5328.0,5091.78,236.22000000000025,4.4335585585585635
ORD01117,2025-04-22,CUST0575,P025,3,0.0,Net Banking,Shipped,CMP002,7392,5142.33,22176,0.0,22176.0,15426.99,6749.01,30.4338474025974
ORD01118,2025-01-08,CUST0347,P015,2,20.0,COD,Delivered,CMP001,5978,4066.66,11956,2391.2,9564.8,8133.32,1431.4799999999996,14.966125794580124
ORD01119,2025-10-19,CUST0820,P007,1,0.0,COD,Delivered,CMP003,5886,3178.13,5886,0.0,5886.0,3178.13,2707.87,46.005266734624534
ORD01120,2025-12-28,CUST0487,P010,3,5.0,Debit Card,Delivered,CMP005,3310,2109.97,9930,496.5,9433.5,6329.91,3103.59,32.8996660836381
ORD01121,2025-09-10,CUST0473,P021,1,10.0,Net Banking,Delivered,CMP003,5045,2967.68,5045,504.5,4540.5,2967.68,1572.8200000000002,34.639797379143275
ORD01122,2025-01-14,CUST0382,P023,2,10.0,UPI,Delivered,CMP005,5137,3830.78,10274,1027.4,9246.6,7661.56,1585.04,17.141868362425107
ORD01123,2025-08-28,CUST0280,P020,1,10.0,Debit Card,Delivered,CMP003,7452,4168.44,7452,745.2,6706.8,4168.44,2538.3600000000006,37.847557702630176
ORD01124,2025-08-30,CUST0072,P010,1,10.0,Net Banking,Delivered,CMP002,3310,2109.97,3310,331.0,2979.0,2109.97,869.0300000000002,29.171869754951334
ORD01125,2025-12-08,CUST0521,P013,1,20.0,UPI,Delivered,CMP002,6435,4995.55,6435,1287.0,5148.0,4995.55,152.44999999999982,2.961344211344208
