Session_ID,Session_Date,Customer_ID,Channel,Device,Product_View,Add_to_Cart,Checkout,Purchase
S01705,2025-10-14,CUST0080,Google Ads,Mobile,1,1,1,1
S01706,2025-09-05,CUST0745,Organic,Mobile,1,1,1,0
S01707,2025-09-12,CUST0351,Organic,Mobile,1,0,0,0
S01708,2025-12-09,CUST0551,Organic,Mobile,1,0,0,0
S01709,2025-11-21,CUST0739,Email,Tablet,1,0,0,0
S01710,2025-12-31,CUST0340,Google Ads,Mobile,1,1,0,0
S01711,2025-06-16,CUST0121,Organic,Desktop,0,0,0,0
S01712,2025-03-22,CUST0065,Google Ads,Mobile,0,0,0,0
S01713,2025-10-23,CUST0440,Email,Tablet,0,0,0,0
S01714,2025-03-10,CUST0296,Direct,Mobile,1,0,0,0
S01715,2025-07-02,CUST0942,Organic,Mobile,1,0,0,0
S01716,2025-11-23,CUST0205,Instagram,Tablet,1,1,0,0
S01717,2025-03-05,CUST0647,Google Ads,Desktop,0,0,0,0
S01718,2025-09-21,CUST0557,Organic,Tablet,1,1,1,0
S01719,2025-11-23,CUST0278,Instagram,Mobile,0,0,0,0
S01720,2025-03-27,CUST0135,Email,Mobile,1,1,1,1
S01721,2025-02-13,CUST0378,Instagram,Mobile,1,1,1,1
S01722,2025-10-21,CUST0980,Organic,Tablet,1,1,1,1
S01723,2025-05-29,CUST0052,Google Ads,Mobile,1,1,0,0
S01724,2025-09-17,CUST0741,Instagram,Mobile,1,1,1,0
S01725,2025-11-07,CUST0868,Email,Mobile,1,0,0,0
S01726,2025-12-15,CUST0580,Direct,Mobile,1,1,0,0
S01727,2025-02-28,CUST0710,Google Ads,Mobile,1,0,0,0
S01728,2025-04-04,CUST0067,Google Ads,Mobile,1,1,1,1
S01729,2025-11-19,CUST0003,Google Ads,Desktop,1,0,0,0
S01730,2025-01-05,CUST0570,Direct,Mobile,1,0,0,0
S01731,2025-03-24,CUST0888,Instagram,Mobile,0,0,0,0
S01732,2025-11-24,CUST0451,Instagram,Desktop,1,0,0,0
S01733,2025-02-06,CUST0510,Direct,Desktop,1,1,0,0
S01734,2025-01-27,CUST0768,Email,Mobile,1,0,0,0
S01735,2025-01-13,CUST0868,Instagram,Desktop,1,0,0,0
S01736,2025-03-06,CUST0438,Direct,Desktop,1,1,1,1
S01737,2025-07-22,CUST0777,Instagram,Mobile,1,1,1,1
S01738,2025-06-29,CUST0950,Google Ads,Mobile,1,1,0,0
S01739,2025-10-24,CUST0976,Direct,Mobile,1,0,0,0
S01740,2025-09-28,CUST0947,Google Ads,Mobile,1,1,1,1
S01741,2025-01-15,CUST0528,Email,Mobile,1,1,0,0
S01742,2025-01-01,CUST0780,Email,Mobile,1,1,0,0
S01743,2025-09-28,CUST0102,Direct,Desktop,1,1,0,0
S01744,2025-02-17,CUST0916,Direct,Mobile,1,1,1,1
S01745,2025-07-01,CUST0437,Organic,Mobile,1,0,0,0
S01746,2025-07-02,CUST0799,Organic,Desktop,1,1,0,0
S01747,2025-11-24,CUST0734,Google Ads,Desktop,1,1,1,1
S01748,2025-08-02,CUST0021,Direct,Mobile,1,1,1,1
S01749,2025-01-27,CUST0387,Google Ads,Desktop,1,1,0,0
S01750,2025-08-14,CUST0533,Direct,Tablet,1,1,0,0
S01751,2025-06-07,CUST0092,Email,Desktop,0,0,0,0
S01752,2025-03-01,CUST0796,Google Ads,Desktop,1,1,0,0
S01753,2025-03-07,CUST0133,Google Ads,Desktop,1,1,1,1
S01754,2025-06-23,CUST0839,Instagram,Mobile,0,0,0,0
S01755,2025-02-21,CUST0505,Instagram,Mobile,1,1,1,1
S01756,2025-08-31,CUST0453,Direct,Tablet,1,0,0,0
S01757,2025-12-03,CUST0841,Organic,Desktop,1,1,1,0
S01758,2025-10-18,CUST0687,Direct,Mobile,1,0,0,0
S01759,2025-09-01,CUST0725,Instagram,Mobile,0,0,0,0
S01760,2025-05-01,CUST0148,Organic,Mobile,1,0,0,0
S01761,2025-02-11,CUST0934,Organic,Desktop,1,1,1,1
S01762,2025-07-03,CUST0232,Direct,Mobile,1,0,0,0
S01763,2025-02-14,CUST0884,Organic,Mobile,1,1,1,1
S01764,2025-02-21,CUST0165,Email,Desktop,1,1,1,1
S01765,2025-05-31,CUST0314,Organic,Mobile,1,1,0,0
S01766,2025-01-29,CUST0657,Google Ads,Desktop,1,1,0,0
S01767,2025-02-26,CUST0298,Organic,Mobile,0,0,0,0
S01768,2025-10-02,CUST0988,Instagram,Mobile,1,0,0,0
S01769,2025-07-28,CUST0223,Organic,Mobile,1,0,0,0
S01770,2025-01-08,CUST0353,Google Ads,Mobile,1,0,0,0
S01771,2025-09-04,CUST0416,Instagram,Mobile,0,0,0,0
S01772,2025-07-14,CUST0062,Instagram,Mobile,0,0,0,0
S01773,2025-11-18,CUST0608,Organic,Desktop,1,1,1,0
S01774,2025-12-05,CUST0624,Organic,Desktop,1,0,0,0
S01775,2025-01-28,CUST0376,Email,Mobile,0,0,0,0
S01776,2025-12-11,CUST0599,Instagram,Mobile,1,1,1,1
S01777,2025-11-27,CUST0405,Instagram,Desktop,1,0,0,0
S01778,2025-10-23,CUST0985,Email,Mobile,1,0,0,0
S01779,2025-08-23,CUST0929,Instagram,Desktop,1,1,1,1
S01780,2025-05-10,CUST0255,Instagram,Mobile,1,1,1,0
S01781,2025-03-17,CUST0451,Google Ads,Mobile,1,1,0,0
S01782,2025-08-21,CUST0390,Direct,Mobile,0,0,0,0
S01783,2025-08-18,CUST0625,Google Ads,Mobile,1,0,0,0
S01784,2025-11-28,CUST0766,Instagram,Mobile,1,1,1,1
S01785,2025-12-17,CUST0348,Organic,Mobile,1,1,0,0
S01786,2025-11-06,CUST0502,Instagram,Tablet,1,1,1,1
S01787,2025-07-08,CUST0322,Direct,Desktop,1,1,1,1
S01788,2025-01-02,CUST0544,Email,Desktop,1,1,0,0
S01789,2025-12-02,CUST0064,Organic,Desktop,1,1,1,1
S01790,2025-03-06,CUST0154,Organic,Mobile,1,1,1,1
S01791,2025-02-21,CUST0958,Organic,Desktop,1,1,1,1
S01792,2025-02-03,CUST0517,Direct,Desktop,1,1,1,1
S01793,2025-10-28,CUST0395,Google Ads,Mobile,1,0,0,0
S01794,2025-08-28,CUST0896,Direct,Mobile,1,1,1,1
S01795,2025-05-09,CUST0330,Google Ads,Mobile,0,0,0,0
S01796,2025-08-31,CUST0463,Direct,Mobile,1,0,0,0
S01797,2025-12-22,CUST0722,Organic,Mobile,1,1,1,0
S01798,2025-11-04,CUST0945,Instagram,Mobile,0,0,0,0
S01799,2025-11-19,CUST0974,Instagram,Desktop,0,0,0,0
S01800,2025-04-08,CUST0092,Direct,Mobile,1,1,0,0
S01801,2025-03-17,CUST0222,Instagram,Desktop,1,0,0,0
S01802,2025-11-08,CUST0190,Instagram,Mobile,1,1,0,0
S01803,2025-12-31,CUST0572,Email,Mobile,1,0,0,0
S01804,2025-08-07,CUST0205,Direct,Mobile,1,0,0,0
S01805,2025-11-02,CUST0212,Direct,Mobile,1,1,0,0
S01806,2025-04-11,CUST0770,Instagram,Mobile,1,0,0,0
S01807,2025-04-29,CUST0089,Direct,Mobile,0,0,0,0
S01808,2025-05-20,CUST0748,Email,Mobile,1,1,1,1
S01809,2025-08-13,CUST0955,Direct,Desktop,1,1,1,1
S01810,2025-09-12,CUST0363,Direct,Mobile,0,0,0,0
S01811,2025-03-14,CUST0371,Instagram,Mobile,1,0,0,0
S01812,2025-11-08,CUST0332,Google Ads,Mobile,1,1,1,1
S01813,2025-11-02,CUST0921,Google Ads,Mobile,1,0,0,0
S01814,2025-06-05,CUST0708,Direct,Desktop,1,1,1,1
S01815,2025-09-16,CUST0426,Instagram,Tablet,1,1,0,0
S01816,2025-03-05,CUST0844,Organic,Desktop,1,1,1,1
S01817,2025-11-06,CUST0455,Email,Desktop,1,1,1,1
S01818,2025-02-05,CUST0695,Google Ads,Mobile,1,1,1,1
S01819,2025-09-05,CUST0422,Direct,Mobile,1,0,0,0
S01820,2025-02-13,CUST1000,Email,Desktop,0,0,0,0
S01821,2025-04-29,CUST0763,Organic,Mobile,1,1,1,1
S01822,2025-12-15,CUST0736,Direct,Desktop,1,0,0,0
S01823,2025-06-30,CUST0171,Google Ads,Mobile,1,0,0,0
S01824,2025-03-11,CUST0710,Google Ads,Mobile,0,0,0,0
S01825,2025-12-24,CUST0249,Direct,Mobile,1,1,1,1
S01826,2025-09-24,CUST0181,Email,Desktop,0,0,0,0
S01827,2025-08-07,CUST0475,Google Ads,Tablet,1,0,0,0
S01828,2025-07-09,CUST0483,Organic,Desktop,1,1,1,1
S01829,2025-09-13,CUST0384,Direct,Mobile,1,0,0,0
S01830,2025-07-06,CUST0789,Organic,Mobile,1,0,0,0
S01831,2025-08-15,CUST0404,Organic,Mobile,1,1,1,0
S01832,2025-03-02,CUST0787,Direct,Desktop,1,1,0,0
S01833,2025-06-17,CUST0161,Google Ads,Mobile,1,1,1,1
S01834,2025-05-12,CUST0248,Organic,Mobile,1,1,1,1
S01835,2025-06-04,CUST0319,Instagram,Mobile,1,1,0,0
S01836,2025-09-29,CUST0964,Direct,Desktop,1,1,1,1
S01837,2025-07-29,CUST0700,Google Ads,Desktop,1,1,1,1
S01838,2025-01-07,CUST0531,Instagram,Desktop,1,1,1,1
S01839,2025-01-11,CUST0756,Direct,Mobile,1,0,0,0
S01840,2025-07-19,CUST0113,Google Ads,Mobile,1,1,1,1
S01841,2025-09-08,CUST0924,Instagram,Mobile,1,0,0,0
S01842,2025-03-05,CUST0790,Organic,Mobile,0,0,0,0
S01843,2025-06-29,CUST0563,Email,Desktop,1,0,0,0
S01844,2025-05-08,CUST0344,Google Ads,Desktop,1,0,0,0
S01845,2025-09-19,CUST0123,Organic,Tablet,1,0,0,0
S01846,2025-04-30,CUST0750,Google Ads,Mobile,1,0,0,0
S01847,2025-02-17,CUST0319,Organic,Mobile,1,1,1,1
S01848,2025-03-10,CUST0574,Direct,Mobile,1,1,1,0
S01849,2025-09-19,CUST0478,Instagram,Desktop,1,1,0,0
S01850,2025-08-18,CUST0413,Email,Desktop,1,0,0,0
S01851,2025-09-09,CUST0586,Email,Mobile,1,1,0,0
S01852,2025-08-19,CUST0245,Email,Desktop,1,1,1,1
S01853,2025-08-12,CUST0544,Instagram,Mobile,1,1,1,1
S01854,2025-07-26,CUST0457,Organic,Desktop,1,1,1,1
S01855,2025-12-07,CUST0153,Direct,Mobile,1,1,1,0
S01856,2025-01-28,CUST0656,Organic,Mobile,1,1,1,0
S01857,2025-12-31,CUST0015,Email,Desktop,1,0,0,0
S01858,2025-08-07,CUST0443,Organic,Mobile,1,1,1,1
S01859,2025-12-03,CUST0304,Instagram,Desktop,1,0,0,0
S01860,2025-04-11,CUST0786,Google Ads,Desktop,1,1,1,1
S01861,2025-02-27,CUST0245,Instagram,Mobile,1,1,1,1
S01862,2025-01-24,CUST0791,Direct,Mobile,0,0,0,0
S01863,2025-08-15,CUST0567,Direct,Desktop,0,0,0,0
S01864,2025-06-18,CUST0554,Direct,Mobile,1,1,1,1
S01865,2025-09-03,CUST0899,Google Ads,Mobile,0,0,0,0
S01866,2025-11-20,CUST0455,Organic,Desktop,1,0,0,0
S01867,2025-07-31,CUST0359,Google Ads,Mobile,1,0,0,0
S01868,2025-12-29,CUST0052,Email,Mobile,1,1,1,1
S01869,2025-09-23,CUST0011,Organic,Desktop,0,0,0,0
S01870,2025-01-21,CUST0823,Direct,Desktop,1,1,1,1
S01871,2025-05-04,CUST0600,Google Ads,Mobile,1,1,1,1
S01872,2025-04-07,CUST0227,Email,Desktop,0,0,0,0
S01873,2025-05-18,CUST0114,Email,Mobile,1,1,0,0
S01874,2025-12-04,CUST0537,Direct,Mobile,1,0,0,0
S01875,2025-12-19,CUST0604,Organic,Mobile,1,1,1,1
S01876,2025-04-03,CUST0972,Instagram,Mobile,1,0,0,0
S01877,2025-04-05,CUST0087,Google Ads,Desktop,1,1,1,1
S01878,2025-01-24,CUST0593,Google Ads,Mobile,0,0,0,0
S01879,2025-05-16,CUST0250,Direct,Mobile,1,1,1,1
S01880,2025-11-30,CUST0250,Organic,Desktop,1,1,1,1
S01881,2025-05-13,CUST0937,Direct,Mobile,1,0,0,0
S01882,2025-02-23,CUST0421,Google Ads,Desktop,1,0,0,0
S01883,2025-10-19,CUST0210,Google Ads,Mobile,1,1,1,0
S01884,2025-04-22,CUST0951,Instagram,Desktop,1,1,1,1
S01885,2025-05-11,CUST0521,Google Ads,Mobile,1,1,1,1
S01886,2025-10-05,CUST0611,Google Ads,Mobile,1,1,1,1
S01887,2025-09-21,CUST0548,Organic,Mobile,1,1,1,1
S01888,2025-03-19,CUST0057,Email,Desktop,1,1,1,0
S01889,2025-09-20,CUST0063,Instagram,Tablet,0,0,0,0
S01890,2025-03-09,CUST0338,Email,Mobile,1,1,1,0
S01891,2025-03-03,CUST0788,Google Ads,Mobile,0,0,0,0
S01892,2025-12-29,CUST0725,Email,Mobile,1,1,1,1
S01893,2025-06-24,CUST0815,Organic,Mobile,1,0,0,0
S01894,2025-10-07,CUST0532,Organic,Mobile,1,0,0,0
S01895,2025-08-24,CUST0759,Direct,Desktop,1,1,1,0
S01896,2025-05-16,CUST0006,Instagram,Desktop,1,0,0,0
S01897,2025-08-12,CUST0585,Direct,Mobile,0,0,0,0
S01898,2025-03-30,CUST0619,Organic,Mobile,1,1,1,1
S01899,2025-04-17,CUST0605,Email,Mobile,0,0,0,0
S01900,2025-02-10,CUST0511,Organic,Mobile,1,0,0,0
S01901,2025-07-05,CUST0797,Google Ads,Desktop,1,1,1,1
S01902,2025-07-07,CUST0461,Direct,Mobile,0,0,0,0
S01903,2025-01-09,CUST0356,Organic,Mobile,0,0,0,0
S01904,2025-06-29,CUST0219,Instagram,Mobile,1,0,0,0
S01905,2025-07-05,CUST0367,Google Ads,Desktop,0,0,0,0
S01906,2025-03-23,CUST0889,Direct,Desktop,0,0,0,0
S01907,2025-06-26,CUST0561,Instagram,Desktop,1,1,1,1
S01908,2025-04-04,CUST0364,Direct,Mobile,1,1,0,0
S01909,2025-04-26,CUST0390,Email,Mobile,0,0,0,0
S01910,2025-06-09,CUST0295,Instagram,Mobile,1,1,0,0
S01911,2025-09-02,CUST0505,Instagram,Mobile,1,1,0,0
S01912,2025-10-10,CUST0288,Organic,Mobile,0,0,0,0
S01913,2025-08-01,CUST0177,Email,Mobile,1,0,0,0
S01914,2025-06-01,CUST0299,Google Ads,Mobile,1,1,1,1
S01915,2025-06-15,CUST0620,Organic,Mobile,1,1,1,1
S01916,2025-05-23,CUST0284,Google Ads,Mobile,1,0,0,0
S01917,2025-01-25,CUST0813,Google Ads,Mobile,1,1,1,1
S01918,2025-07-19,CUST0577,Organic,Desktop,1,1,1,0
S01919,2025-08-21,CUST0818,Direct,Mobile,1,1,1,0
S01920,2025-01-04,CUST0054,Direct,Desktop,1,0,0,0
S01921,2025-10-15,CUST0819,Organic,Mobile,1,0,0,0
S01922,2025-06-22,CUST0811,Direct,Mobile,0,0,0,0
S01923,2025-07-03,CUST0320,Direct,Desktop,1,0,0,0
S01924,2025-09-08,CUST0479,Organic,Mobile,1,1,1,1
S01925,2025-10-18,CUST0542,Organic,Tablet,1,1,0,0
S01926,2025-10-13,CUST0758,Email,Mobile,1,1,1,0
S01927,2025-12-25,CUST0722,Direct,Mobile,0,0,0,0
S01928,2025-04-22,CUST0221,Direct,Mobile,1,0,0,0
S01929,2025-11-01,CUST0682,Instagram,Mobile,1,1,0,0
S01930,2025-12-16,CUST0934,Organic,Desktop,1,0,0,0
S01931,2025-12-05,CUST0343,Google Ads,Mobile,0,0,0,0
S01932,2025-05-10,CUST0214,Organic,Mobile,1,0,0,0
S01933,2025-07-06,CUST0322,Instagram,Mobile,1,0,0,0
S01934,2025-01-29,CUST0581,Google Ads,Desktop,1,1,1,0
S01935,2025-06-07,CUST0746,Google Ads,Mobile,1,0,0,0
S01936,2025-08-23,CUST0015,Instagram,Mobile,1,1,1,1
S01937,2025-10-05,CUST0957,Direct,Mobile,1,1,0,0
S01938,2025-04-12,CUST0480,Organic,Mobile,1,0,0,0
S01939,2025-08-13,CUST0878,Google Ads,Mobile,1,0,0,0
S01940,2025-10-02,CUST0134,Google Ads,Desktop,1,1,1,1
S01941,2025-11-19,CUST0718,Instagram,Tablet,1,1,1,1
S01942,2025-08-20,CUST0024,Email,Tablet,1,0,0,0
S01943,2025-12-08,CUST0377,Direct,Mobile,0,0,0,0
S01944,2025-10-01,CUST0597,Google Ads,Mobile,1,1,0,0
S01945,2025-12-31,CUST0142,Email,Mobile,1,1,1,1
S01946,2025-04-23,CUST0652,Organic,Mobile,0,0,0,0
S01947,2025-05-19,CUST0439,Organic,Desktop,1,1,0,0
S01948,2025-08-04,CUST0324,Google Ads,Mobile,1,1,1,1
S01949,2025-11-10,CUST0122,Direct,Mobile,1,1,1,1
S01950,2025-10-01,CUST0300,Google Ads,Desktop,0,0,0,0
S01951,2025-11-24,CUST0341,Instagram,Mobile,1,1,1,0
S01952,2025-12-15,CUST0977,Google Ads,Mobile,1,1,1,1
S01953,2025-07-03,CUST0989,Organic,Mobile,1,1,1,1
S01954,2025-11-08,CUST0179,Email,Mobile,1,1,1,1
S01955,2025-07-13,CUST0208,Organic,Mobile,0,0,0,0
S01956,2025-10-06,CUST0978,Google Ads,Mobile,1,0,0,0
S01957,2025-09-29,CUST0166,Email,Mobile,1,1,1,1
S01958,2025-10-27,CUST0041,Instagram,Mobile,1,1,1,0
S01959,2025-03-13,CUST0634,Direct,Mobile,1,1,1,0
S01960,2025-07-15,CUST0556,Organic,Desktop,1,0,0,0
S01961,2025-09-27,CUST0075,Organic,Mobile,1,1,1,1
S01962,2025-11-27,CUST0480,Google Ads,Mobile,1,0,0,0
S01963,2025-08-28,CUST0348,Direct,Mobile,1,0,0,0
S01964,2025-04-18,CUST0272,Instagram,Mobile,1,0,0,0
S01965,2025-10-19,CUST0994,Direct,Mobile,1,1,1,1
S01966,2025-10-27,CUST0946,Email,Mobile,1,0,0,0
S01967,2025-04-10,CUST0990,Email,Tablet,1,0,0,0
S01968,2025-03-22,CUST0166,Direct,Mobile,1,1,1,1
S01969,2025-09-27,CUST0762,Google Ads,Desktop,1,0,0,0
S01970,2025-12-15,CUST0086,Google Ads,Desktop,1,0,0,0
S01971,2025-01-17,CUST0901,Google Ads,Mobile,1,0,0,0
S01972,2025-07-12,CUST0649,Email,Mobile,1,1,1,1
S01973,2025-07-31,CUST0845,Instagram,Desktop,1,1,0,0
S01974,2025-12-19,CUST0551,Email,Mobile,1,1,1,1
S01975,2025-05-06,CUST0599,Email,Tablet,1,0,0,0
S01976,2025-11-06,CUST0155,Google Ads,Desktop,1,1,1,1
S01977,2025-05-06,CUST0672,Organic,Desktop,1,0,0,0
S01978,2025-05-10,CUST0576,Email,Mobile,1,1,1,0
S01979,2025-05-25,CUST0223,Organic,Mobile,1,1,0,0
S01980,2025-09-13,CUST0417,Direct,Desktop,1,1,1,1
S01981,2025-01-23,CUST0362,Organic,Mobile,1,1,1,1
S01982,2025-08-02,CUST0346,Email,Mobile,1,1,1,1
S01983,2025-05-09,CUST0146,Instagram,Desktop,1,1,0,0
S01984,2025-01-12,CUST0716,Email,Mobile,1,1,1,1
S01985,2025-05-21,CUST0067,Google Ads,Desktop,1,1,0,0
S01986,2025-09-25,CUST0517,Google Ads,Mobile,1,1,1,1
S01987,2025-02-26,CUST0974,Organic,Desktop,1,1,1,1
S01988,2025-03-27,CUST0059,Direct,Mobile,1,1,1,1
S01989,2025-10-01,CUST0588,Organic,Desktop,1,1,1,0
S01990,2025-04-13,CUST0772,Direct,Desktop,1,0,0,0
S01991,2025-12-05,CUST0760,Google Ads,Tablet,1,1,1,1
S01992,2025-12-16,CUST0016,Instagram,Mobile,1,0,0,0
S01993,2025-05-23,CUST0587,Google Ads,Desktop,1,1,1,1
S01994,2025-11-30,CUST0868,Email,Tablet,1,0,0,0
S01995,2025-11-25,CUST0486,Email,Mobile,1,1,1,1
S01996,2025-06-25,CUST0889,Organic,Mobile,1,1,1,1
S01997,2025-05-13,CUST0176,Direct,Desktop,1,0,0,0
S01998,2025-12-10,CUST0322,Google Ads,Mobile,1,1,1,1
S01999,2025-09-21,CUST0461,Instagram,Mobile,1,0,0,0
S02000,2025-05-27,CUST0136,Google Ads,Mobile,1,1,1,1
S02001,2025-01-12,CUST0428,Organic,Mobile,1,1,1,0
S02002,2025-11-24,CUST0789,Instagram,Desktop,1,0,0,0
S02003,2025-02-24,CUST0794,Organic,Desktop,1,0,0,0
S02004,2025-08-18,CUST0998,Direct,Desktop,1,0,0,0
S02005,2025-05-02,CUST0931,Instagram,Mobile,1,1,0,0
S02006,2025-12-15,CUST0911,Email,Mobile,1,1,0,0
S02007,2025-08-21,CUST0680,Instagram,Desktop,1,0,0,0
S02008,2025-06-11,CUST0542,Organic,Mobile,1,1,1,1
S02009,2025-03-23,CUST0322,Organic,Tablet,1,1,1,1
S02010,2025-02-16,CUST0336,Direct,Desktop,1,1,1,1
S02011,2025-12-30,CUST0781,Organic,Mobile,1,1,1,0
S02012,2025-10-18,CUST0513,Organic,Desktop,1,1,1,1
S02013,2025-06-09,CUST0171,Organic,Mobile,1,1,1,1
S02014,2025-06-28,CUST0924,Instagram,Desktop,1,1,1,1
S02015,2025-12-28,CUST0129,Direct,Mobile,0,0,0,0
S02016,2025-07-27,CUST0680,Direct,Desktop,0,0,0,0
S02017,2025-02-09,CUST0418,Organic,Mobile,1,1,1,1
S02018,2025-08-02,CUST0397,Organic,Mobile,1,1,1,1
S02019,2025-12-18,CUST0061,Email,Mobile,1,0,0,0
S02020,2025-06-03,CUST0117,Instagram,Tablet,1,1,1,0
S02021,2025-12-04,CUST0834,Direct,Mobile,1,1,1,1
S02022,2025-10-20,CUST0635,Organic,Mobile,0,0,0,0
S02023,2025-06-15,CUST0772,Google Ads,Mobile,1,0,0,0
S02024,2025-09-29,CUST0473,Organic,Desktop,1,1,1,1
S02025,2025-01-24,CUST0738,Direct,Desktop,1,1,1,1
S02026,2025-04-25,CUST0397,Organic,Mobile,1,0,0,0
S02027,2025-12-17,CUST0804,Instagram,Mobile,1,1,1,1
S02028,2025-09-17,CUST0864,Google Ads,Mobile,1,1,0,0
S02029,2025-11-02,CUST0957,Instagram,Mobile,0,0,0,0
S02030,2025-12-30,CUST0698,Organic,Desktop,1,0,0,0
S02031,2025-08-14,CUST0597,Organic,Tablet,0,0,0,0
S02032,2025-04-12,CUST0218,Direct,Mobile,1,1,1,1
S02033,2025-05-11,CUST0655,Instagram,Mobile,1,0,0,0
S02034,2025-09-21,CUST0477,Instagram,Mobile,1,0,0,0
S02035,2025-01-12,CUST0602,Direct,Mobile,0,0,0,0
S02036,2025-11-18,CUST0853,Direct,Mobile,0,0,0,0
S02037,2025-06-30,CUST0268,Email,Mobile,1,1,1,1
S02038,2025-12-15,CUST0076,Email,Desktop,1,1,1,1
S02039,2025-06-10,CUST0069,Direct,Mobile,1,1,1,1
S02040,2025-04-24,CUST0445,Organic,Mobile,1,1,1,1
S02041,2025-01-18,CUST0298,Email,Desktop,1,1,1,1
S02042,2025-04-14,CUST0474,Organic,Mobile,1,1,1,0
S02043,2025-07-05,CUST0160,Organic,Desktop,0,0,0,0
S02044,2025-12-08,CUST0898,Instagram,Mobile,1,1,1,1
S02045,2025-04-03,CUST0008,Email,Mobile,1,1,1,1
S02046,2025-10-28,CUST0731,Direct,Mobile,1,0,0,0
S02047,2025-05-23,CUST0485,Email,Mobile,1,1,1,1
S02048,2025-05-23,CUST0822,Instagram,Mobile,1,1,0,0
S02049,2025-10-28,CUST0904,Google Ads,Tablet,1,1,1,1
S02050,2025-04-10,CUST0088,Email,Mobile,0,0,0,0
S02051,2025-03-03,CUST0141,Google Ads,Desktop,1,0,0,0
S02052,2025-03-25,CUST0541,Google Ads,Desktop,0,0,0,0
S02053,2025-10-03,CUST0525,Instagram,Mobile,1,0,0,0
S02054,2025-06-16,CUST0826,Google Ads,Desktop,1,1,1,0
S02055,2025-10-22,CUST0575,Organic,Mobile,1,1,1,1
S02056,2025-05-09,CUST0343,Google Ads,Mobile,0,0,0,0
S02057,2025-12-30,CUST0687,Direct,Desktop,1,0,0,0
S02058,2025-03-08,CUST0975,Organic,Desktop,1,0,0,0
S02059,2025-02-16,CUST0216,Organic,Mobile,1,0,0,0
S02060,2025-11-06,CUST0506,Direct,Mobile,1,0,0,0
S02061,2025-05-28,CUST0747,Direct,Mobile,1,0,0,0
S02062,2025-09-07,CUST0599,Instagram,Mobile,1,1,0,0
S02063,2025-05-17,CUST0074,Organic,Tablet,1,1,1,1
S02064,2025-04-05,CUST0806,Instagram,Desktop,1,0,0,0
S02065,2025-08-26,CUST0581,Instagram,Desktop,1,0,0,0
S02066,2025-10-11,CUST0069,Direct,Tablet,1,1,0,0
S02067,2025-11-16,CUST0223,Instagram,Mobile,1,0,0,0
S02068,2025-02-04,CUST0936,Email,Mobile,1,0,0,0
S02069,2025-10-23,CUST0897,Direct,Mobile,1,0,0,0
S02070,2025-12-24,CUST0386,Instagram,Mobile,1,0,0,0
S02071,2025-09-15,CUST0881,Organic,Mobile,1,1,1,1
S02072,2025-09-27,CUST0285,Direct,Mobile,1,0,0,0
S02073,2025-12-21,CUST0122,Email,Mobile,1,1,0,0
S02074,2025-11-20,CUST0775,Organic,Desktop,1,1,1,0
S02075,2025-02-16,CUST0733,Google Ads,Mobile,1,1,1,1
S02076,2025-04-04,CUST0441,Direct,Mobile,1,1,0,0
S02077,2025-07-01,CUST0823,Organic,Desktop,1,0,0,0
S02078,2025-07-09,CUST0457,Instagram,Mobile,0,0,0,0
S02079,2025-02-20,CUST0164,Organic,Desktop,1,1,1,0
S02080,2025-07-25,CUST0263,Direct,Mobile,0,0,0,0
S02081,2025-10-31,CUST0092,Instagram,Desktop,1,0,0,0
S02082,2025-11-29,CUST0778,Instagram,Mobile,0,0,0,0
S02083,2025-05-05,CUST0336,Organic,Desktop,1,1,1,0
S02084,2025-07-31,CUST0586,Direct,Mobile,0,0,0,0
S02085,2025-09-23,CUST0935,Instagram,Mobile,1,1,1,1
S02086,2025-05-15,CUST0314,Email,Desktop,1,0,0,0
S02087,2025-09-30,CUST0602,Organic,Desktop,1,1,1,1
S02088,2025-10-05,CUST0866,Email,Mobile,1,1,1,0
S02089,2025-11-11,CUST0994,Email,Mobile,1,1,1,0
S02090,2025-10-27,CUST0808,Organic,Desktop,1,0,0,0
S02091,2025-09-24,CUST0910,Organic,Desktop,0,0,0,0
S02092,2025-10-25,CUST0466,Instagram,Desktop,0,0,0,0
S02093,2025-10-06,CUST0641,Instagram,Mobile,1,1,0,0
S02094,2025-08-02,CUST0401,Email,Mobile,1,0,0,0
S02095,2025-03-03,CUST0561,Organic,Mobile,1,1,1,0
S02096,2025-02-23,CUST0598,Email,Mobile,0,0,0,0
S02097,2025-12-04,CUST0485,Instagram,Mobile,1,0,0,0
S02098,2025-12-31,CUST0656,Instagram,Mobile,1,1,0,0
S02099,2025-04-22,CUST0647,Organic,Mobile,1,0,0,0
S02100,2025-09-26,CUST0911,Instagram,Mobile,1,0,0,0
S02101,2025-11-20,CUST0627,Organic,Mobile,0,0,0,0
S02102,2025-04-17,CUST0277,Google Ads,Mobile,1,0,0,0
S02103,2025-10-10,CUST0066,Organic,Mobile,1,0,0,0
S02104,2025-06-17,CUST0699,Direct,Mobile,1,1,1,0
S02105,2025-03-15,CUST0944,Direct,Mobile,1,1,1,1
S02106,2025-08-24,CUST0857,Direct,Tablet,1,1,1,1
S02107,2025-04-02,CUST0201,Direct,Mobile,1,0,0,0
S02108,2025-03-26,CUST0468,Direct,Desktop,1,1,1,1
S02109,2025-03-16,CUST0434,Instagram,Mobile,0,0,0,0
